id,question,ollama,openai,match
2114,How can we enable automatic enrollment of certificates for certificate rollover from the Certificate Authority (CA)?,SECURITY,SECURITY,True
2115,"How can I request separate encryption, signature keys, and certificates with the same key size in Cisco IOS?",SECURITY,SECURITY,True
2116,"How can you authenticate a CA certificate for RSA operations like key generation, signing, and authentication?",SECURITY,SECURITY,True
2117,How do you ensure that the router can write a file to the TFTP server for the crypto pki enroll command when some TFTP servers require the file to exist beforehand?,SECURITY,SECURITY,True
2118,What is the TFTP URL used for enrollment in our network configuration?,GENERAL,CONNECTIVITY,False
2119,How do you import a Crypto PKI certificate to your router using TFTP?,SECURITY,SECURITY,True
2120,What is the first step in configuring certificate enrollment for a Public Key Infrastructure (PKI) to certify a URL link for secure communication with a Trend Micro Server?,SECURITY,SECURITY,True
2121,What happens to the self-signed certificate generated by Cisco IOS when the router is reloaded?,SECURITY,SECURITY,True
2122,How can I configure a persistent self-signed certificate for my router's startup configuration?,SECURITY,SECURITY,True
2123,"How do you enable privileged EXEC mode, configure global configuration, declare the CA, and specify self-signed enrollment in Cisco IOS?",GENERAL,SECURITY,False
2124,** How do I configure certificate enrollment and specify self-signed certificate parameters in Cisco IOS?,SECURITY,SECURITY,True
2125,How can you enable the HTTPS server to generate a persistent self-signed certificate using default values while deleting all self-signed trustpoints?,SECURITY,SECURITY,True
2126,How do I automatically enroll with the Cisco IOS certificate server using an existing certificate from a third-party vendor CA?,SECURITY,SECURITY,True
2127,How do you declare a trustpoint and enter CA-trustpoint configuration mode in Cisco IOS?,SECURITY,SECURITY,True
2128,What is the correct syntax for configuring an HTTP or TFTP URL for CA authentication and enrollment on a Cisco router?,SECURITY,SECURITY,True
2129,What is the Enrollment URL for CDA (Cisco Dynamic Agent) configuration?,GENERAL,CONNECTIVITY,False
2130,How to configure certificate enrollment in a two-tier PKI environment for sub-CAs to issue certificates when the root CA is offline?,SECURITY,SECURITY,True
2131,"How do you configure the certificate server ""mytp-A"" to automatically grant certificate requests?",SECURITY,SECURITY,True
2132,How do I configure the router to include its serial number and IP address in the subject name of the self-signed certificate during local enrollment?,SECURITY,SECURITY,True
2133,How do you enable HTTPS server and generate a default trustpoint on a Cisco router?,SECURITY,SECURITY,True
2134,What is the configuration of the RSA key pair used for general purpose and encryption usage in our network?,SECURITY,SECURITY,True
2135,How can we configure the router to generate SSH key pairs when any key pair is created?,SECURITY,SECURITY,True
2136,How do you configure the Crypto PKI trustpoint for the ROOT-CA in Cisco IOS?,SECURITY,SECURITY,True
2137,What is the configuration for auto-enrolling certificates in Cisco IOS?,SECURITY,SECURITY,True
2138,What is the required configuration for direct HTTP enrollment with CA servers?,SECURITY,SECURITY,True
2139,"What is the purpose of modifying the ""enrollment"" and ""enrollment terminal"" commands to support certificate requests and issuance?",SECURITY,SECURITY,True
2140,How can we configure the router to save a self-signed certificate in the startup configuration to enable SSL handshakes between client and HTTPS server without user intervention?,SECURITY,SECURITY,True
2141,"How can we enable ECDSA certificate enrollment in our PKI infrastructure that supports X.509 certificates, given the Cisco IOS Suite-B support with crypto pki trustpoint command?",SECURITY,SECURITY,True
2142,What is the first step to set up Secure Device Provisioning (SDP) for enrollment in a Public Key Infrastructure (PKI)?,SECURITY,SECURITY,True
2143,How can I establish IP connectivity between the petitioner device and the server?,CONNECTIVITY,CONNECTIVITY,True
2144,What is the role of the Introducer entity in the Secure Device Provisioning (SDP) protocol for PKI enrollment?,SECURITY,SECURITY,True
2145,How to introduce a new device to the secure network and authorize it using a Registrar server?,SECURITY,SECURITY,True
2146,How do we implement Secure Device Provisioning (SDP) over a web browser for the given configuration?,SECURITY,SECURITY,True
2147,What is the first step in configuring the SDP deployment of PKI between two devices in different phases?,SECURITY,SECURITY,True
2148,"What is the default URL used for testing internet connectivity in Cisco devices, and can it be modified by the administrator?",CONNECTIVITY,CONNECTIVITY,True
2149,What happens if there is no IP connectivity at the completion of the prep-connect phase?,CONNECTIVITY,CONNECTIVITY,True
2150,How do we configure the devices to transfer PKI credentials using SDP with a USB token for device provisioning?,SECURITY,SECURITY,True
2151,How do I configure the petitioner device to establish an Initial SDP introduction using a USB token?,GENERAL,SECURITY,False
2152,How can we transport the USB token to a remote location and use its configuration files to provision the local device?,GENERAL,SECURITY,False
2153,How can we issue certificates for multiple devices without restricting the introducer in our Cisco device's PKI (Public Key Infrastructure) setup?,SECURITY,SECURITY,True
2154,"What is sufficient for authentication in AAA, and what additional information is required for authorization?",SECURITY,SECURITY,True
2155,How can we modify the `config command` template to send additional device information to an external management system using HTTP or HTTPS protocol?,GENERAL,MONITORING,False
2156,How can I send additional AV pairs with expanded CGI support to identify a customized bootstrap configuration file during an HTTP POST to an external management system?,GENERAL,CONNECTIVITY,False
2157,What is the purpose of setting the TTIAfterConnectURL field in Cisco IOS?,GENERAL,GENERAL,True
2158,What is the required format for the HTTPS POST request sent by the iPhone to determine if the device type is acceptable?,SECURITY,CONNECTIVITY,False
2159,What is the configuration profile that the SDP registrar must build to connect with the SCEP server?,SECURITY,SECURITY,True
2160,How can we configure device encryption identity?,SECURITY,SECURITY,True
2161,** What changes would you make to the Introduction SDP deployment phase when deploying an iPhone using SCEP?,SECURITY,SECURITY,True
2162,How can I enable and configure the Cisco device's petitioner with a default enabled status and an existing manufacturer's certificate?,SECURITY,SECURITY,True
2163,What is the command to specify a trustpoint for SDP exchange between petitioner and registrar?,SECURITY,SECURITY,True
2164,How to enable the HTTPS server while disabling the standard HTTP server?,SECURITY,SECURITY,True
2165,How do I configure a device to become a registrar for the SDP exchange and specify the certificate server associated with it?,SECURITY,SECURITY,True
2166,"What are the requirements for referencing a CGI script through HTTP or HTTPS in Cisco IOS, and how can I identify the bootstrap configuration?",GENERAL,GENERAL,True
2167,How do I enable the SDP Registrar for Certificate-Based Authorization and configure the SDP Petitioner to use a certificate and RSA keys associated with a specific trustpoint?,SECURITY,SECURITY,True
2168,How do I configure a device to become an SDP registrar and enter tti-registrar configuration mode?,GENERAL,CONNECTIVITY,False
2169,How can we enable HTTPS for deploying Apple iPhones on the corporate network using the SDP Registrar?,SECURITY,SECURITY,True
2170,What is the necessary command to configure a device as a registrar for the SDP (Session Description Protocol) exchange and enter tti-registrar configuration mode?,GENERAL,CONNECTIVITY,False
2171,What is the configuration command used to deploy an Apple iPhone using the Secure Device Provisioning (SDP) Registrar in a Public Key Infrastructure (PKI)?,GENERAL,SECURITY,False
2172,How do I specify my router as a registrar for an SDP exchange in global configuration mode?,ROUTING,CONNECTIVITY,False
2173,How do you authenticate the CA certificate from the specified TFTP server?,SECURITY,SECURITY,True
2174,What is the command used to configure the Crypto Provisioning Registrar in Cisco IOS?,SECURITY,SECURITY,True
2175,How can I configure administrator authorization on my Router (tti-registrar) using the list of authorized users?,SECURITY,SECURITY,True
2176,What is the correct configuration to set the timezone for the router?,GENERAL,MONITORING,False
2177,What is the command to direct the TTI registrar to use a custom start page template?,GENERAL,GENERAL,True
2178,What is the custom start template for HTTP configuration in the given requirement?,GENERAL,CONNECTIVITY,False
2179,What is the configuration for the Crypto PKI server CS1 in terms of issuer name and hash algorithm?,SECURITY,SECURITY,True
2180,"How to configure the RSA key pair for Trustpoint ""cs1"" in Cisco router?",SECURITY,SECURITY,True
