id;question;category
2437;How can you configure a class map for a Layer 3 or Layer 4 firewall policy?;SECURITY
2438;What type of protocols can be used as match criteria in an inspect type class map?;SECURITY
2439;How do you attach a firewall policy map to a zone pair in Cisco IOS?;SECURITY
2440;How can I configure an inspect parameter map in Cisco IOS?;SECURITY
2441;What is the maximum number of new unestablished sessions allowed before starting to delete half-open sessions and stopping the deletion of half-open sessions?;SECURITY
2442;How can you create at least one security zone and group interfaces that are similar when viewed from a security perspective?;SECURITY
2443;How can you attach a firewall policy map to the destination zone pair in Cisco IOS?;SECURITY
2444;How can you enable NetFlow event logging on a Cisco device?;MONITORING
2445;How can you enable WAAS for Wide Area Application Services (WAAS) traffic flow optimization in a Cisco IOS XE environment?;GENERAL
2446;How to configure a class-map type inspect for most-traffic and create an inspect type policy-map with HTTP as match criteria?;SECURITY
2447;"How do I configure a security zone pair with the description ""Internet""?";SECURITY
2448;What is the configuration for configuring Layer 3 and Layer 4 firewall policies with access control list (ACL) 199 and deep-packet HTTP inspection enabled?;SECURITY
2449;What is the DNS timeout value configured for the Inspect Parameter Map?;SECURITY
2450;How can I check the TCAM memory used in a device?;MONITORING
2453;What are the cryptographic configuration options for the IKEv2 VPN proposal PROP?;SECURITY
2454;What is the necessary configuration to configure firewall with FlexVPN and DVTI under a different zone?;SECURITY
2455;What is the tunnel source IP address for Virtual-Template5?;CONNECTIVITY
2456;What is the requirement to enable the Zone-Based Policy Firewall features on a Cisco ASR 1k Series Aggregation Services Router?;SECURITY
2457;How do I enable IPv6 zone-based firewall support on a Cisco router over VASI (Virtual Asynchronous Interface)?;SECURITY
2458;What type of configuration do Dual-Stack Firewalls support for handling IPv4 and IPv6 traffic?;SECURITY
2459;How does the firewall recognize the Payload Length and Next Header Length fields to create a session?;SECURITY
2460;"What is the effect of setting ""hop-limit"" in an IPv6 router configuration?";ROUTING
2461;When configuring the firewall to inspect fragmented IPv6 packets, what happens when the first UDP packet that matches the policy arrives?;SECURITY
2462;What happens when enabling the firewall on an interface with fragmented packets?;SECURITY
2463;What feature does this firewall support to enable IPv6-IPv4 translation?;SECURITY
2464;What is the reason why VRF-aware Stateful NAT64 configuration is not supported with firewall?;SECURITY
2465;What are the configuration commands to define a zone pair and policy maps with pass actions for both outside-to-inside and inside-to-outside policies for IPv6 traffic?;SECURITY
2466;What command can be used to enable VRF configuration mode and configure sessions that carry standard IPv6 address prefixes?;ROUTING
2467;How do you configure the maximum number of allowed sessions for a zone pair in the inspect action parameter map?;SECURITY
2468;How do you configure a new zone in the Zone-Based Firewall (ZBF) feature?;SECURITY
2470;How can I enable NAT64 on an interface in Cisco IOS?;CONNECTIVITY
2472;What is the configuration command used to permit traffic from a specific source IPv6 address (2001:DB8:1::2) to a destination IPv6 address (209.165.201.25)?;SECURITY
2474;How can you configure an IPv6 Access List (ACL) and a policy map with a class map to inspect IPv6 traffic using Zones in Cisco IOS?;SECURITY
2475;What is the command to enable IPv6 unicast routing on the device?;ROUTING
2476;Can the Zone-Based Policy firewall inspect IPv6 packets?;SECURITY
2477;How can you isolate traffic from different customers within a single router and allow multiple instances of routing tables to coexist?;ROUTING
2478;Can we configure per-VRF firewall rules on Cisco devices?;SECURITY
2479;How can we configure MPLS VPN to isolate each VPN and prevent overlapping addresses from being routed to the wrong VPN?;ROUTING
2480;How can we ensure that sites without registered IP addresses are able to access the network while also integrating with MPLS VPNs?;CONNECTIVITY
2482;How to filter incoming traffic based on source and destination IP address, and destination port in Cisco IOS?;SECURITY
2483;How would you configure IPsec tunnel termination on a single interface to map each tunnel to two VRF domains (Front Door VRF and Inside VRF) without affecting the existing MPLS VPN infrastructure?;SECURITY
2485;What is the maximum number of interfaces that can be associated with a zone in the Cisco ASA firewall?;SECURITY
2486;How can we ensure that traffic from Site A to Site B is secure and protected by firewall rules?;SECURITY
2487;How can you configure a VRF instance with a route distinguisher and export/import route-target in Cisco IOS?;ROUTING
2488;How can you enable stateful packet inspection on a device using Cisco IOS XE?;SECURITY
2489;What is the correct configuration to attach a Layer 7 policy map to a top-level policy map in a router's zone-pair security policy?;SECURITY
2491;How can you exit the interface configuration mode and enter the global configuration mode?;GENERAL
2492;How do you configure the interface gigabitethernet 0/0/0 to use VRF forwarding for VPN1-Zone?;ROUTING
2493;What is the minimum Cisco IOS XE release required to enable VRF-aware ALG support in a firewall configuration?;SECURITY
2494;How can you configure a Layer 2 transparent firewall to inspect bridged packets?;SECURITY
2496;What Layer 2 protocol is supported by the transparent firewall?;SECURITY
2497;How would you configure a Layer 2 transparent firewall using class maps, policy maps, zones, and zone pairs?;SECURITY
2498;How to implement zone-pair security for traffic filtering between LAN and WAN interfaces?;SECURITY
2499;How to define a class map with match-any criteria based on a specified protocol in Cisco IOS?;QOS
2501;"What is the effect of enabling Zone Mismatch Handling to ""drop"" packets that do not match the zone through which the session arrives or leaves?";SECURITY
2502;What are the steps to secure the device interfaces with different security zones and IP addresses?;SECURITY
2503;What is the policy-map used to inspect and classify internet traffic and apply security policies based on the classification?;SECURITY
2504;What is the necessary configuration for achieving stateful inter-chassis redundancy on a firewall?;SECURITY
2505;What ensures that the ESP configuration matches on both active and standby devices in a Cisco network?;SECURITY
2508;What type of IP address is used for routing traffic during a redundancy group failover?;ROUTING
2509;What is the correct sequence of commands to enable privileged EXEC mode, enter redundancy application group configuration mode, and specify an optional alias for the protocol instance?;GENERAL
2511;How can we configure a redundancy protocol for our application in Cisco IOS?;ROUTING
2513;How do I enter the redundancy application configuration mode to configure application redundancy settings for a redundancy group?;GENERAL
2514;How do I monitor the stateful inter-chassis redundancy of a firewall application group?;MONITORING
